year.from,month.from,day.from,year.to,month.to,day.to,week,numdate,raw.births.no.uhp,birth.trend,pop,inner.pop,raw.birth.rate,lin.birth.rate1,lin.birth.rate2
1858,12,4,1858,12,11,50,1858.926,1805,1743.758,3077205.36,2716169.268,5.67E-04,0.000567,0.000739603
1858,12,11,1858,12,18,51,1858.945,1770,1744.604,3078224.797,2717015.058,5.67E-04,0.000567,0.000739603
1858,12,18,1858,12,25,52,1858.964,1412,1745.452,3079244.234,2717860.849,5.67E-04,0.000567,0.000739603
1858,12,25,1859,1,1,1,1858.984,1994,1746.301,3080317.326,2718751.155,5.67E-04,0.000567,0.000739603
1859,1,1,1859,1,8,2,1859.003,1738,1747.15,3081336.764,2719596.946,5.67E-04,0.000567,0.000739603
1859,1,8,1859,1,15,3,1859.022,1830,1748.001,3082356.201,2720442.737,5.67E-04,0.000567,0.000739603
1859,1,15,1859,1,22,4,1859.041,1851,1748.853,3083375.639,2721288.527,5.67E-04,0.000567,0.000739603
1859,1,22,1859,1,29,5,1859.06,1980,1749.705,3084395.076,2722134.318,5.67E-04,0.000567,0.000739603
1859,1,29,1859,2,5,6,1859.079,1922,1750.558,3085414.513,2722980.109,5.67E-04,0.000567,0.000739603
1859,2,5,1859,2,12,7,1859.099,1754,1751.411,3086487.605,2723870.415,5.67E-04,0.000567,0.000739603
1859,2,12,1859,2,19,8,1859.118,1940,1752.266,3087507.043,2724716.205,5.68E-04,0.000568,0.000740603
1859,2,19,1859,2,26,9,1859.137,1940,1753.12,3088526.48,2725561.996,5.68E-04,0.000568,0.000740603
1859,2,26,1859,3,5,10,1859.156,1941,1753.975,3089545.918,2726407.787,5.68E-04,0.000568,0.000740603
1859,3,5,1859,3,12,11,1859.175,1864,1754.831,3090565.355,2727253.577,5.68E-04,0.000568,0.000740603
1859,3,12,1859,3,19,12,1859.195,1841,1755.686,3091638.447,2728143.883,5.68E-04,0.000568,0.000740603
1859,3,19,1859,3,26,13,1859.214,1942,1756.542,3092657.884,2728989.674,5.68E-04,0.000568,0.000740603
1859,3,26,1859,4,2,14,1859.233,1837,1757.398,3093677.322,2729835.465,5.68E-04,0.000568,0.000740603
1859,4,2,1859,4,9,15,1859.252,1837,1758.254,3094696.759,2730681.256,5.68E-04,0.000568,0.000740603
1859,4,9,1859,4,16,16,1859.271,1636,1759.109,3095716.197,2731527.046,5.68E-04,0.000568,0.000740603
1859,4,16,1859,4,23,17,1859.29,1699,1759.965,3096735.634,2732372.837,5.68E-04,0.000568,0.000740603
1859,4,23,1859,4,30,18,1859.31,1692,1760.82,3097808.726,2733263.143,5.68E-04,0.000568,0.000740603
1859,4,30,1859,5,7,19,1859.329,1903,1761.675,3098828.163,2734108.934,5.68E-04,0.000568,0.000740603
1859,5,7,1859,5,14,20,1859.348,1816,1762.53,3099847.601,2734954.724,5.69E-04,0.000569,0.000741603
1859,5,14,1859,5,21,21,1859.367,1669,1763.384,3100867.038,2735800.515,5.69E-04,0.000569,0.000741603
1859,5,21,1859,5,28,22,1859.386,1882,1764.237,3101886.476,2736646.306,5.69E-04,0.000569,0.000741603
1859,5,28,1859,6,4,23,1859.405,1593,1765.09,3102905.913,2737492.096,5.69E-04,0.000569,0.000741603
1859,6,4,1859,6,11,24,1859.425,1668,1765.943,3103979.005,2738382.402,5.69E-04,0.000569,0.000741603
1859,6,11,1859,6,18,25,1859.444,1693,1766.794,3104998.442,2739228.193,5.69E-04,0.000569,0.000741603
1859,6,18,1859,6,25,26,1859.463,1765,1767.644,3106017.88,2740073.984,5.69E-04,0.000569,0.000741603
1859,6,25,1859,7,2,27,1859.482,1790,1768.494,3107037.317,2740919.775,5.69E-04,0.000569,0.000741603
1859,7,2,1859,7,9,28,1859.501,1618,1769.342,3108056.755,2741765.565,5.69E-04,0.000569,0.000741603
1859,7,9,1859,7,16,29,1859.521,1767,1770.19,3109129.847,2742655.871,5.69E-04,0.000569,0.000741603
1859,7,16,1859,7,23,30,1859.54,1603,1771.036,3110149.284,2743501.662,5.69E-04,0.000569,0.000741603
1859,7,23,1859,7,30,31,1859.559,1803,1771.881,3111168.721,2744347.453,5.70E-04,0.00057,0.000742603
1859,7,30,1859,8,6,32,1859.578,1718,1772.724,3112188.159,2745193.243,5.70E-04,0.00057,0.000742603
1859,8,6,1859,8,13,33,1859.597,1762,1773.566,3113207.596,2746039.034,5.70E-04,0.00057,0.000742603
1859,8,13,1859,8,20,34,1859.616,1781,1774.407,3114227.034,2746884.825,5.70E-04,0.00057,0.000742603
1859,8,20,1859,8,27,35,1859.636,1710,1775.246,3115300.126,2747775.131,5.70E-04,0.00057,0.000742603
1859,8,27,1859,9,3,36,1859.655,1711,1776.083,3116319.563,2748620.921,5.70E-04,0.00057,0.000742603
1859,9,3,1859,9,10,37,1859.674,1701,1776.919,3117339,2749466.712,5.70E-04,0.00057,0.000742603
1859,9,10,1859,9,17,38,1859.693,1607,1777.753,3118358.438,2750312.503,5.70E-04,0.00057,0.000742603
1859,9,17,1859,9,24,39,1859.712,1752,1778.584,3119377.875,2751158.294,5.70E-04,0.00057,0.000742603
1859,9,24,1859,10,1,40,1859.732,1578,1779.414,3120450.967,2752048.6,5.70E-04,0.00057,0.000742603
1859,10,1,1859,10,8,41,1859.751,1757,1780.242,3121470.405,2752894.39,5.70E-04,0.00057,0.000742603
1859,10,8,1859,10,15,42,1859.77,1627,1781.068,3122489.842,2753740.181,5.70E-04,0.00057,0.000742603
1859,10,15,1859,10,22,43,1859.789,1790,1781.891,3123509.279,2754585.972,5.70E-04,0.00057,0.000742603
1859,10,22,1859,10,29,44,1859.808,1645,1782.712,3124528.717,2755431.762,5.71E-04,0.000571,0.000743603
1859,10,29,1859,11,5,45,1859.827,1888,1783.531,3125548.154,2756277.553,5.71E-04,0.000571,0.000743603
1859,11,5,1859,11,12,46,1859.847,1848,1784.347,3126621.246,2757167.859,5.71E-04,0.000571,0.000743603
1859,11,12,1859,11,19,47,1859.866,1860,1785.161,3127640.684,2758013.65,5.71E-04,0.000571,0.000743603
1859,11,19,1859,11,26,48,1859.885,1761,1785.972,3128660.121,2758859.44,5.71E-04,0.000571,0.000743603
1859,11,26,1859,12,3,49,1859.904,1827,1786.781,3129679.558,2759705.231,5.71E-04,0.000571,0.000743603
1859,12,3,1859,12,10,50,1859.923,1838,1787.587,3130698.996,2760551.022,5.71E-04,0.000571,0.000743603
1859,12,10,1859,12,17,51,1859.942,1831,1788.39,3131718.433,2761396.813,5.71E-04,0.000571,0.000743603
1859,12,17,1859,12,24,52,1859.962,1768,1789.19,3132791.525,2762287.119,5.71E-04,0.000571,0.000743603
1859,12,24,1859,12,31,1,1859.981,1831,1789.988,3133810.963,2763132.909,5.71E-04,0.000571,0.000743603
1859,12,31,1860,1,7,2,1860,2008,1790.782,3134830.4,2763978.7,5.71E-04,0.000571,0.000743603
1860,1,7,1860,1,14,3,1860.019,1938,1791.574,3135849.837,2764824.491,5.71E-04,0.000571,0.000743603
1860,1,14,1860,1,21,4,1860.038,1858,1792.362,3136869.275,2765670.281,5.71E-04,0.000571,0.000743603
1860,1,21,1860,1,28,5,1860.058,2067,1793.147,3137942.367,2766560.587,5.71E-04,0.000571,0.000743603
1860,1,28,1860,2,4,6,1860.077,1943,1793.929,3138961.804,2767406.378,5.72E-04,0.000572,0.000744603
1860,2,4,1860,2,11,7,1860.096,2021,1794.708,3139981.242,2768252.169,5.72E-04,0.000572,0.000744603
1860,2,11,1860,2,18,8,1860.115,1880,1795.484,3141000.679,2769097.96,5.72E-04,0.000572,0.000744603
1860,2,18,1860,2,25,9,1860.134,1964,1796.257,3142020.116,2769943.75,5.72E-04,0.000572,0.000744603
1860,2,25,1860,3,3,10,1860.153,1773,1796.917,3143039.554,2770789.541,5.72E-04,0.000572,0.000744603
1860,3,3,1860,3,10,11,1860.17,1786,1797.684,3143951.682,2771546.301,5.72E-04,0.000572,0.000744603
1860,3,10,1860,3,17,12,1860.189,2023,1798.449,3144971.119,2772392.092,5.72E-04,0.000572,0.000744603
1860,3,17,1860,3,24,13,1860.208,1845,1799.21,3145990.557,2773237.882,5.72E-04,0.000572,0.000744603
1860,3,24,1860,3,31,14,1860.227,1959,1799.968,3147009.994,2774083.673,5.72E-04,0.000572,0.000744603
1860,3,31,1860,4,7,15,1860.247,1593,1800.724,3148083.086,2774973.979,5.72E-04,0.000572,0.000744603
1860,4,7,1860,4,14,16,1860.266,1866,1801.476,3149102.524,2775819.77,5.72E-04,0.000572,0.000744603
1860,4,14,1860,4,21,17,1860.285,1757,1802.226,3150121.961,2776665.561,5.72E-04,0.000572,0.000744603
1860,4,21,1860,4,28,18,1860.304,1799,1802.973,3151141.398,2777511.351,5.72E-04,0.000572,0.000744603
1860,4,28,1860,5,5,19,1860.323,1803,1803.718,3152160.836,2778357.142,5.72E-04,0.000572,0.000744603
1860,5,5,1860,5,12,20,1860.342,1605,1804.459,3153180.273,2779202.933,5.72E-04,0.000572,0.000744603
1860,5,12,1860,5,19,21,1860.362,1702,1805.198,3154253.365,2780093.239,5.72E-04,0.000572,0.000744603
1860,5,19,1860,5,26,22,1860.381,1680,1805.935,3155272.803,2780939.029,5.72E-04,0.000572,0.000744603
1860,5,26,1860,6,2,23,1860.4,1517,1806.669,3156292.24,2781784.82,5.72E-04,0.000572,0.000744603
1860,6,2,1860,6,9,24,1860.419,1691,1807.401,3157311.677,2782630.611,5.72E-04,0.000572,0.000744603
1860,6,9,1860,6,16,25,1860.438,1752,1808.13,3158331.115,2783476.401,5.72E-04,0.000572,0.000744603
1860,6,16,1860,6,23,26,1860.458,1688,1808.857,3159404.207,2784366.707,5.73E-04,0.000573,0.000745603
1860,6,23,1860,6,30,27,1860.477,1731,1809.582,3160423.644,2785212.498,5.73E-04,0.000573,0.000745603
1860,6,30,1860,7,7,28,1860.496,1667,1810.304,3161443.082,2786058.289,5.73E-04,0.000573,0.000745603
1860,7,7,1860,7,14,29,1860.515,1754,1811.025,3162462.519,2786904.08,5.73E-04,0.000573,0.000745603
1860,7,14,1860,7,21,30,1860.534,1636,1811.743,3163481.956,2787749.87,5.73E-04,0.000573,0.000745603
1860,7,21,1860,7,28,31,1860.553,1785,1812.459,3164501.394,2788595.661,5.73E-04,0.000573,0.000745603
1860,7,28,1860,8,4,32,1860.573,1752,1813.173,3165574.486,2789485.967,5.73E-04,0.000573,0.000745603
1860,8,4,1860,8,11,33,1860.592,1656,1813.884,3166593.923,2790331.758,5.73E-04,0.000573,0.000745603
1860,8,11,1860,8,18,34,1860.611,1685,1814.594,3167613.361,2791177.548,5.73E-04,0.000573,0.000745603
1860,8,18,1860,8,25,35,1860.63,1607,1815.303,3168632.798,2792023.339,5.73E-04,0.000573,0.000745603
1860,8,25,1860,9,1,36,1860.649,1849,1816.009,3169652.235,2792869.13,5.73E-04,0.000573,0.000745603
1860,9,1,1860,9,8,37,1860.668,1747,1816.713,3170671.673,2793714.92,5.73E-04,0.000573,0.000745603
1860,9,8,1860,9,15,38,1860.688,1732,1817.416,3171744.765,2794605.226,5.73E-04,0.000573,0.000745603
1860,9,15,1860,9,22,39,1860.707,1670,1818.117,3172764.202,2795451.017,5.73E-04,0.000573,0.000745603
1860,9,22,1860,9,29,40,1860.726,1802,1818.816,3173783.64,2796296.808,5.73E-04,0.000573,0.000745603
1860,9,29,1860,10,6,41,1860.745,1816,1819.514,3174803.077,2797142.598,5.73E-04,0.000573,0.000745603
1860,10,6,1860,10,13,42,1860.764,1689,1820.21,3175822.514,2797988.389,5.73E-04,0.000573,0.000745603
1860,10,13,1860,10,20,43,1860.784,1800,1820.905,3176895.606,2798878.695,5.73E-04,0.000573,0.000745603
1860,10,20,1860,10,27,44,1860.803,1949,1821.598,3177915.044,2799724.486,5.73E-04,0.000573,0.000745603
1860,10,27,1860,11,3,45,1860.822,1868,1822.29,3178934.481,2800570.277,5.73E-04,0.000573,0.000745603
1860,11,3,1860,11,10,46,1860.841,1691,1822.98,3179953.919,2801416.067,5.73E-04,0.000573,0.000745603
1860,11,10,1860,11,17,47,1860.86,1860,1823.669,3180973.356,2802261.858,5.73E-04,0.000573,0.000745603
1860,11,17,1860,11,24,48,1860.879,1785,1824.357,3181992.793,2803107.649,5.73E-04,0.000573,0.000745603
1860,11,24,1860,12,1,49,1860.899,1696,1825.044,3183065.885,2803997.955,5.73E-04,0.000573,0.000745603
1860,12,1,1860,12,8,50,1860.918,1814,1825.729,3184085.323,2804843.745,5.73E-04,0.000573,0.000745603
1860,12,8,1860,12,15,51,1860.937,1970,1826.414,3185104.76,2805689.536,5.73E-04,0.000573,0.000745603
1860,12,15,1860,12,22,52,1860.956,1780,1827.097,3186124.198,2806535.327,5.73E-04,0.000573,0.000745603
1860,12,22,1860,12,29,53,1860.975,1488,1827.779,3187143.635,2807381.117,5.73E-04,0.000573,0.000745603
1860,12,29,1861,1,5,1,1860.995,1892,1828.461,3188216.727,2808271.423,5.74E-04,0.000574,0.000746603
1861,1,5,1861,1,12,2,1861.014,1865,1829.141,3189397.954,2809128.063,5.74E-04,0.000574,0.000746603
1861,1,12,1861,1,19,3,1861.033,1859,1829.821,3190636.963,2809988.577,5.73E-04,0.000573,0.000745603
1861,1,19,1861,1,26,4,1861.052,1978,1830.499,3191875.972,2810849.09,5.73E-04,0.000573,0.000745603
1861,1,26,1861,2,2,5,1861.071,2050,1831.177,3193114.981,2811709.604,5.73E-04,0.000573,0.000745603
1861,2,2,1861,2,9,6,1861.09,2066,1831.854,3194353.99,2812570.118,5.73E-04,0.000573,0.000745603
1861,2,9,1861,2,16,7,1861.11,1792,1832.531,3195658.21,2813475.922,5.73E-04,0.000573,0.000745603
1861,2,16,1861,2,23,8,1861.129,1891,1833.207,3196897.219,2814336.436,5.73E-04,0.000573,0.000745603
1861,2,23,1861,3,2,9,1861.148,2028,1833.882,3198136.228,2815196.95,5.73E-04,0.000573,0.000745603
1861,3,2,1861,3,9,10,1861.167,2072,1834.557,3199375.237,2816057.463,5.73E-04,0.000573,0.000745603
1861,3,9,1861,3,16,11,1861.186,1960,1835.231,3200614.246,2816917.977,5.73E-04,0.000573,0.000745603
1861,3,16,1861,3,23,12,1861.205,1980,1835.905,3201853.255,2817778.491,5.73E-04,0.000573,0.000745603
1861,3,23,1861,3,30,13,1861.225,1974,1836.579,3203157.475,2818684.295,5.73E-04,0.000573,0.000745603
1861,3,30,1861,4,6,14,1861.244,2000,1837.252,3204396.484,2819544.809,5.73E-04,0.000573,0.000745603
1861,4,6,1861,4,13,15,1861.263,2004,1837.925,3205635.493,2820405.323,5.73E-04,0.000573,0.000745603
1861,4,13,1861,4,20,16,1861.282,1961,1838.598,3206874.502,2821265.836,5.73E-04,0.000573,0.000745603
1861,4,20,1861,4,27,17,1861.301,1858,1839.27,3208113.511,2822126.35,5.73E-04,0.000573,0.000745603
1861,4,27,1861,5,4,18,1861.321,2008,1839.943,3209417.731,2823032.154,5.73E-04,0.000573,0.000745603
1861,5,4,1861,5,11,19,1861.34,1848,1840.615,3210656.74,2823892.668,5.73E-04,0.000573,0.000745603
1861,5,11,1861,5,18,20,1861.359,1935,1841.287,3211895.749,2824753.182,5.73E-04,0.000573,0.000745603
1861,5,18,1861,5,25,21,1861.378,1826,1841.959,3213134.758,2825613.696,5.73E-04,0.000573,0.000745603
1861,5,25,1861,6,1,22,1861.397,1959,1842.632,3214373.767,2826474.209,5.73E-04,0.000573,0.000745603
1861,6,1,1861,6,8,23,1861.416,1847,1843.304,3215612.776,2827334.723,5.73E-04,0.000573,0.000745603
1861,6,8,1861,6,15,24,1861.436,1943,1843.977,3216916.996,2828240.527,5.73E-04,0.000573,0.000745603
1861,6,15,1861,6,22,25,1861.455,1749,1844.65,3218156.005,2829101.041,5.73E-04,0.000573,0.000745603
1861,6,22,1861,6,29,26,1861.474,1904,1845.323,3219395.014,2829961.555,5.73E-04,0.000573,0.000745603
1861,6,29,1861,7,6,27,1861.493,1747,1845.996,3220634.023,2830822.069,5.73E-04,0.000573,0.000745603
1861,7,6,1861,7,13,28,1861.512,1902,1846.67,3221873.032,2831682.582,5.73E-04,0.000573,0.000745603
1861,7,13,1861,7,20,29,1861.532,1819,1847.344,3223177.252,2832588.386,5.73E-04,0.000573,0.000745603
1861,7,20,1861,7,27,30,1861.551,1804,1848.019,3224416.261,2833448.9,5.73E-04,0.000573,0.000745603
1861,7,27,1861,8,3,31,1861.57,1677,1848.694,3225655.27,2834309.414,5.73E-04,0.000573,0.000745603
1861,8,3,1861,8,10,32,1861.589,1759,1849.37,3226894.279,2835169.928,5.73E-04,0.000573,0.000745603
1861,8,10,1861,8,17,33,1861.608,1699,1850.046,3228133.288,2836030.442,5.73E-04,0.000573,0.000745603
1861,8,17,1861,8,24,34,1861.627,1753,1850.723,3229372.297,2836890.955,5.73E-04,0.000573,0.000745603
1861,8,24,1861,8,31,35,1861.647,1725,1851.4,3230676.517,2837796.759,5.73E-04,0.000573,0.000745603
1861,8,31,1861,9,7,36,1861.666,1768,1852.079,3231915.526,2838657.273,5.73E-04,0.000573,0.000745603
1861,9,7,1861,9,14,37,1861.685,1795,1852.758,3233154.535,2839517.787,5.73E-04,0.000573,0.000745603
1861,9,14,1861,9,21,38,1861.704,1830,1853.437,3234393.544,2840378.301,5.73E-04,0.000573,0.000745603
1861,9,21,1861,9,28,39,1861.723,1848,1854.118,3235632.553,2841238.815,5.73E-04,0.000573,0.000745603
1861,9,28,1861,10,5,40,1861.742,1818,1854.799,3236871.562,2842099.328,5.73E-04,0.000573,0.000745603
1861,10,5,1861,10,12,41,1861.762,1683,1855.481,3238175.782,2843005.132,5.73E-04,0.000573,0.000745603
1861,10,12,1861,10,19,42,1861.781,1846,1856.164,3239414.791,2843865.646,5.73E-04,0.000573,0.000745603
1861,10,19,1861,10,26,43,1861.8,1822,1856.847,3240653.8,2844726.16,5.73E-04,0.000573,0.000745603
1861,10,26,1861,11,2,44,1861.819,1836,1857.532,3241892.809,2845586.674,5.73E-04,0.000573,0.000745603
1861,11,2,1861,11,9,45,1861.838,1710,1858.218,3243131.818,2846447.188,5.73E-04,0.000573,0.000745603
1861,11,9,1861,11,16,46,1861.858,1774,1858.904,3244436.038,2847352.992,5.73E-04,0.000573,0.000745603
1861,11,16,1861,11,23,47,1861.877,1813,1859.592,3245675.047,2848213.505,5.73E-04,0.000573,0.000745603
1861,11,23,1861,11,30,48,1861.896,1791,1860.28,3246914.056,2849074.019,5.73E-04,0.000573,0.000745603
1861,11,30,1861,12,7,49,1861.915,1656,1860.97,3248153.065,2849934.533,5.73E-04,0.000573,0.000745603
1861,12,7,1861,12,14,50,1861.934,1800,1861.661,3249392.074,2850795.047,5.73E-04,0.000573,0.000745603
1861,12,14,1861,12,21,51,1861.953,1902,1862.353,3250631.083,2851655.561,5.73E-04,0.000573,0.000745603
1861,12,21,1861,12,28,52,1861.973,1523,1863.046,3251935.303,2852561.365,5.73E-04,0.000573,0.000745603
1861,12,28,1862,1,4,1,1861.992,2173,1863.741,3253174.312,2853421.878,5.73E-04,0.000573,0.000745603
1862,1,4,1862,1,11,2,1862.011,1881,1864.437,3254413.321,2854282.392,5.73E-04,0.000573,0.000745603
1862,1,11,1862,1,18,3,1862.03,1996,1865.135,3255652.33,2855142.906,5.73E-04,0.000573,0.000745603
1862,1,18,1862,1,25,4,1862.049,1801,1865.834,3256891.339,2856003.42,5.73E-04,0.000573,0.000745603
1862,1,25,1862,2,1,5,1862.068,2020,1866.535,3258130.348,2856863.934,5.73E-04,0.000573,0.000745603
1862,2,1,1862,2,8,6,1862.088,2197,1867.238,3259434.568,2857769.738,5.73E-04,0.000573,0.000745603
1862,2,8,1862,2,15,7,1862.107,1966,1867.943,3260673.577,2858630.251,5.73E-04,0.000573,0.000745603
1862,2,15,1862,2,22,8,1862.126,1965,1868.649,3261912.586,2859490.765,5.73E-04,0.000573,0.000745603
1862,2,22,1862,3,1,9,1862.145,1905,1869.358,3263151.595,2860351.279,5.73E-04,0.000573,0.000745603
1862,3,1,1862,3,8,10,1862.164,2027,1870.069,3264390.604,2861211.793,5.73E-04,0.000573,0.000745603
1862,3,8,1862,3,15,11,1862.184,1940,1870.782,3265694.824,2862117.597,5.73E-04,0.000573,0.000745603
1862,3,15,1862,3,22,12,1862.203,1805,1871.498,3266933.833,2862978.111,5.73E-04,0.000573,0.000745603
1862,3,22,1862,3,29,13,1862.222,2124,1872.215,3268172.842,2863838.624,5.73E-04,0.000573,0.000745603
1862,3,29,1862,4,5,14,1862.241,2095,1872.936,3269411.851,2864699.138,5.73E-04,0.000573,0.000745603
1862,4,5,1862,4,12,15,1862.26,1894,1873.659,3270650.86,2865559.652,5.73E-04,0.000573,0.000745603
1862,4,12,1862,4,19,16,1862.279,1916,1874.385,3271889.869,2866420.166,5.73E-04,0.000573,0.000745603
1862,4,19,1862,4,26,17,1862.299,1959,1875.113,3273194.089,2867325.97,5.73E-04,0.000573,0.000745603
1862,4,26,1862,5,3,18,1862.318,1971,1875.844,3274433.098,2868186.484,5.73E-04,0.000573,0.000745603
1862,5,3,1862,5,10,19,1862.337,1946,1876.579,3275672.107,2869046.997,5.73E-04,0.000573,0.000745603
1862,5,10,1862,5,17,20,1862.356,1870,1877.316,3276911.116,2869907.511,5.73E-04,0.000573,0.000745603
1862,5,17,1862,5,24,21,1862.375,1919,1878.057,3278150.125,2870768.025,5.73E-04,0.000573,0.000745603
1862,5,24,1862,5,31,22,1862.395,1986,1878.8,3279454.345,2871673.829,5.73E-04,0.000573,0.000745603
1862,5,31,1862,6,7,23,1862.414,1793,1879.547,3280693.354,2872534.343,5.73E-04,0.000573,0.000745603
1862,6,7,1862,6,14,24,1862.433,1782,1880.298,3281932.363,2873394.857,5.73E-04,0.000573,0.000745603
1862,6,14,1862,6,21,25,1862.452,1913,1881.052,3283171.372,2874255.37,5.73E-04,0.000573,0.000745603
1862,6,21,1862,6,28,26,1862.471,1807,1881.809,3284410.381,2875115.884,5.73E-04,0.000573,0.000745603
1862,6,28,1862,7,5,27,1862.49,1715,1882.57,3285649.39,2875976.398,5.73E-04,0.000573,0.000745603
1862,7,5,1862,7,12,28,1862.51,1707,1883.335,3286953.61,2876882.202,5.73E-04,0.000573,0.000745603
1862,7,12,1862,7,19,29,1862.529,1812,1884.104,3288192.619,2877742.716,5.73E-04,0.000573,0.000745603
1862,7,19,1862,7,26,30,1862.548,1758,1884.877,3289431.628,2878603.23,5.73E-04,0.000573,0.000745603
1862,7,26,1862,8,2,31,1862.567,1794,1885.654,3290670.637,2879463.743,5.73E-04,0.000573,0.000745603
1862,8,2,1862,8,9,32,1862.586,1757,1886.434,3291909.646,2880324.257,5.73E-04,0.000573,0.000745603
1862,8,9,1862,8,16,33,1862.605,1648,1887.219,3293148.655,2881184.771,5.73E-04,0.000573,0.000745603
1862,8,16,1862,8,23,34,1862.625,1850,1888.008,3294452.875,2882090.575,5.73E-04,0.000573,0.000745603
1862,8,23,1862,8,30,35,1862.644,1852,1888.802,3295691.884,2882951.089,5.73E-04,0.000573,0.000745603
1862,8,30,1862,9,6,36,1862.663,1827,1889.599,3296930.893,2883811.603,5.73E-04,0.000573,0.000745603
1862,9,6,1862,9,13,37,1862.682,1772,1890.401,3298169.902,2884672.116,5.73E-04,0.000573,0.000745603
1862,9,13,1862,9,20,38,1862.701,1760,1891.207,3299408.911,2885532.63,5.73E-04,0.000573,0.000745603
1862,9,20,1862,9,27,39,1862.721,1742,1892.018,3300713.131,2886438.434,5.73E-04,0.000573,0.000745603
1862,9,27,1862,10,4,40,1862.74,1687,1892.833,3301952.14,2887298.948,5.73E-04,0.000573,0.000745603
1862,10,4,1862,10,11,41,1862.759,1757,1893.653,3303191.149,2888159.462,5.73E-04,0.000573,0.000745603
1862,10,11,1862,10,18,42,1862.778,1863,1894.477,3304430.158,2889019.976,5.73E-04,0.000573,0.000745603
1862,10,18,1862,10,25,43,1862.797,1890,1895.305,3305669.167,2889880.489,5.73E-04,0.000573,0.000745603
1862,10,25,1862,11,1,44,1862.816,1883,1896.138,3306908.176,2890741.003,5.73E-04,0.000573,0.000745603
1862,11,1,1862,11,8,45,1862.836,1832,1896.976,3308212.396,2891646.807,5.73E-04,0.000573,0.000745603
1862,11,8,1862,11,15,46,1862.855,1904,1897.818,3309451.405,2892507.321,5.73E-04,0.000573,0.000745603
1862,11,15,1862,11,22,47,1862.874,1885,1898.664,3310690.414,2893367.835,5.73E-04,0.000573,0.000745603
1862,11,22,1862,11,29,48,1862.893,1834,1899.515,3311929.423,2894228.349,5.74E-04,0.000574,0.000746603
1862,11,29,1862,12,6,49,1862.912,1829,1900.37,3313168.432,2895088.862,5.74E-04,0.000574,0.000746603
1862,12,6,1862,12,13,50,1862.932,1886,1901.229,3314472.652,2895994.666,5.74E-04,0.000574,0.000746603
1862,12,13,1862,12,20,51,1862.951,1923,1902.093,3315711.661,2896855.18,5.74E-04,0.000574,0.000746603
1862,12,20,1862,12,27,52,1862.97,1610,1902.961,3316950.67,2897715.694,5.74E-04,0.000574,0.000746603
1862,12,27,1863,1,3,1,1862.989,2146,1903.834,3318189.679,2898576.208,5.74E-04,0.000574,0.000746603
1863,1,3,1863,1,10,2,1863.008,1954,1904.711,3319428.688,2899436.722,5.74E-04,0.000574,0.000746603
1863,1,10,1863,1,17,3,1863.027,1931,1905.592,3320667.697,2900297.235,5.74E-04,0.000574,0.000746603
1863,1,17,1863,1,24,4,1863.047,2086,1906.477,3321971.917,2901203.039,5.74E-04,0.000574,0.000746603
1863,1,24,1863,1,31,5,1863.066,2111,1907.366,3323210.926,2902063.553,5.74E-04,0.000574,0.000746603
1863,1,31,1863,2,7,6,1863.085,2093,1908.26,3324449.935,2902924.067,5.74E-04,0.000574,0.000746603
1863,2,7,1863,2,14,7,1863.104,2108,1909.158,3325688.944,2903784.581,5.74E-04,0.000574,0.000746603
1863,2,14,1863,2,21,8,1863.123,1908,1910.06,3326927.953,2904645.095,5.74E-04,0.000574,0.000746603
1863,2,21,1863,2,28,9,1863.142,2240,1910.966,3328166.962,2905505.608,5.74E-04,0.000574,0.000746603
1863,2,28,1863,3,7,10,1863.162,1832,1911.877,3329471.182,2906411.412,5.74E-04,0.000574,0.000746603
1863,3,7,1863,3,14,11,1863.181,1953,1912.791,3330710.191,2907271.926,5.74E-04,0.000574,0.000746603
1863,3,14,1863,3,21,12,1863.2,2231,1913.71,3331949.2,2908132.44,5.74E-04,0.000574,0.000746603
1863,3,21,1863,3,28,13,1863.219,2158,1914.633,3333188.209,2908992.954,5.74E-04,0.000574,0.000746603
1863,3,28,1863,4,4,14,1863.238,1972,1915.559,3334427.218,2909853.468,5.74E-04,0.000574,0.000746603
1863,4,4,1863,4,11,15,1863.258,2180,1916.49,3335731.438,2910759.272,5.75E-04,0.000575,0.000747603
1863,4,11,1863,4,18,16,1863.277,2080,1917.424,3336970.447,2911619.785,5.75E-04,0.000575,0.000747603
1863,4,18,1863,4,25,17,1863.296,1963,1918.363,3338209.456,2912480.299,5.75E-04,0.000575,0.000747603
1863,4,25,1863,5,2,18,1863.315,1975,1919.305,3339448.465,2913340.813,5.75E-04,0.000575,0.000747603
1863,5,2,1863,5,9,19,1863.334,2155,1920.25,3340687.474,2914201.327,5.75E-04,0.000575,0.000747603
1863,5,9,1863,5,16,20,1863.353,1875,1921.199,3341926.483,2915061.841,5.75E-04,0.000575,0.000747603
1863,5,16,1863,5,23,21,1863.373,1888,1922.151,3343230.703,2915967.645,5.75E-04,0.000575,0.000747603
1863,5,23,1863,5,30,22,1863.392,1997,1923.107,3344469.712,2916828.158,5.75E-04,0.000575,0.000747603
1863,5,30,1863,6,6,23,1863.411,1848,1924.065,3345708.721,2917688.672,5.75E-04,0.000575,0.000747603
